"Rank","AvgValidacoes","Folder","LoadBalancer","Language","Framework","Database","ErrorCount","Link"
"206","18.869919","vitorsalgado","custom","Go","unknown","Postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/vitorsalgado"
"207","18.96748","vitornorberto-micronaut","nginx","java","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/vitornorberto-micronaut"
"208","19.02439","lmtani","nginx","Go","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/lmtani"
"209","19.162602","rodrigocaldeira","nginx","elixir","phoenix","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/rodrigocaldeira"
"210","19.260163","gldmelo-cs-py-hibrid","nginx","C#","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/gldmelo-cs-py-hibrid"
"211","19.333333","cadu","custom","rust","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/cadu"
"212","19.382114","arthurqueiroz4","golang","golang","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/arthurqueiroz4"
"213","19.682927","julioriffel-fastapi","nginx","python","fastapi","postgresql","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/julioriffel-fastapi"
"214","20.073171","marcospaulo","","","","","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/marcospaulo"
"215","20.105691","lsfratel-python-own-framework","custom","python","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/lsfratel-python-own-framework"
"216","20.398374","weversonl","nginx","java","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/weversonl"
"217","20.398374","fgarrido","haproxy","C#","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/fgarrido"
"218","20.447154","stefannovasky","nginx","C#",".NET_Core","PostgreSQL","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/stefannovasky"
"219","20.455285","fernandomorais","nginx","java","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/fernandomorais"
"220","20.658537","leonardsoncc-go","nginx","go","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/leonardsoncc-go"
"221","20.739837","jovitcorreia","nginx","java","unknown","postgresql","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/jovitcorreia"
"222","20.772358","edersonlima-dotnet8","nginx","C#","unknown","postgresql","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/edersonlima-dotnet8"
"223","20.869919","williamsumida","nginx","typescript","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/williamsumida"
"224","20.918699","fernandofogliato-java","nginx","java","spring","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/fernandofogliato-java"
"225","21.097561","micael-ortega-golang","nginx","golang","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/micael-ortega-golang"
"226","21.097561","ddanielvaz","nginx","rust","warp","postgresql","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/ddanielvaz"
"227","21.284553","geraldojrcg-elixir","nginx","elixir","phoenix","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/geraldojrcg-elixir"
"228","21.341463","zetos-haskell","nginx","haskell","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/zetos-haskell"
"229","21.390244","marcospaulo-java","custom","java","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/marcospaulo-java"
"230","21.422764","ghost-in-the-machine-86","nginx","node","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/ghost-in-the-machine-86"
"231","21.552846","bine-php-road-runner","nginx","php","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/bine-php-road-runner"
"232","21.593496","pedrovsn","nginx","java","unknown","postgresql","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/pedrovsn"
"233","21.723577","taciossbr","custom","python","flask","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/taciossbr"
"234","21.796748","arthurzapparoli","envoy","rust","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/arthurzapparoli"
"235","21.926829","felipeparaujo","nginx","go","unknown","postgresql","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/felipeparaujo"
"236","21.96748","m-lnrs","nginx","python","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/m-lnrs"
"237","22.308943","viniciusgferreira","nginx","go","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/viniciusgferreira"
"238","22.569106","gateixeira","nginx","golang","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/gateixeira"
"239","22.650407","carlsonsantana-springboot","nginx","java","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/carlsonsantana-springboot"
"240","22.699187","droderuan","nginx","node.js","express","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/droderuan"
"241","22.813008","vineboneto-js","nginx","NodeJS","unknown","Postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/vineboneto-js"
"242","22.98374","andrepraeiro","nginx","dotnet","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/andrepraeiro"
"243","23.105691","jazielloureiro","nginx","go","unknown","postgresql","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/jazielloureiro"
"244","23.186992","marcospaulo-kotlin","HAProxy","Kotlin","Undertow","H2_Database","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/marcospaulo-kotlin"
"245","23.219512","fhgm","nginx","dotnet","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/fhgm"
"246","23.284553","mal_golang","nginx","golang","unknown","postgresql","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/mal_golang"
"247","23.357724","rmauro-postgresql","envoy","C#","unknown","postgresql","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/rmauro-postgresql"
"248","23.365854","buemura","nginx","go","echo","PostgreSQL","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/buemura"
"249","23.447154","juniorleaoo","custom","kotlin","http4k","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/juniorleaoo"
"250","23.560976","vitor_weirich_java","nginx","java","unknown","postgresql","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/vitor_weirich_java"
"251","23.674797","heitor-jsr","nginx","golang","unknown","postgresql","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/heitor-jsr"
"252","23.853659","0000-golang","nginx","GO","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/0000-golang"
"253","23.853659","impedro29-performance","nginx","golang","unknown","nutsdb","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/impedro29-performance"
"254","23.886179","stefannovasky-kitajs","nginx","node.js","unknown","postgresql","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/stefannovasky-kitajs"
"255","23.894309","zelnatal","nginx","rust","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/zelnatal"
"256","23.918699","1garo","nginx","go","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/1garo"
"257","23.95122","gldmelo","nginx","C#","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/gldmelo"
"258","23.98374","rafaqwe1","nginx","go","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/rafaqwe1"
"259","24.138211","4emcos-nodejs","nginx","NodeJs","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/4emcos-nodejs"
"260","24.203252","jeifersonalmeida-spring","nginx","Java","unknown","PostgreSQL","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/jeifersonalmeida-spring"
"261","24.284553","joaopmerlin","envoy","java","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/joaopmerlin"
"262","24.284553","rust-cassiogangrel","nginx","rust","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/rust-cassiogangrel"
"263","24.308943","cleitinif","haproxy","golang","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/cleitinif"
"264","24.439024","rp83t1","custom","golang","unknown","postgresql","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/rp83t1"
"265","24.471545","paulo_sergio_alpine","nginx","python","FastApi","PostgreSQL","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/paulo_sergio_alpine"
"266","24.512195","mauriciorosa-net8","nginx","cpp","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/mauriciorosa-net8"
"267","24.723577","ed1000","nginx","java","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/ed1000"
"268","24.772358","cassiano-pedrinho-rust","nginx","rust","axum","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/cassiano-pedrinho-rust"
"269","24.869919","santanna_web_wu","nginx","kotlin","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/santanna_web_wu"
"270","25.04878","lucas-hsm","custom","rust","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/lucas-hsm"
"271","25.073171","danielwisky","nginx","java","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/danielwisky"
"272","25.113821","gui9394","nginx","java","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/gui9394"
"273","25.260163","matheus-mr","nginx","java","webflux","postgresql","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/matheus-mr"
"274","25.512195","alissonsleal_go","nginx","go","unknown","PostgreSQL","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/alissonsleal_go"
"275","25.707317","maelalvi-quarkus","nginx","java","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/maelalvi-quarkus"
"276","25.813008","brilvio","nginx","rust","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/brilvio"
"277","25.886179","rschio","nginx","go","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/rschio"
"278","25.902439","antunesleo-python","nginx","python","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/antunesleo-python"
"279","25.910569","jfilipedias","nginx","go","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/jfilipedias"
"280","26.073171","lucaswilliameufrasio","nginx","golang","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/lucaswilliameufrasio"
"281","26.130081","vitornorberto","nginx","java","spring_boot","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/vitornorberto"
"282","26.235772","buemura-quarkus","nginx","java","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/buemura-quarkus"
"283","26.292683","quokka","custom","rust","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/quokka"
"284","26.406504","andersonhqds-node","nginx","nodejs","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/andersonhqds-node"
"285","26.715447","antoniogdelrio","nginx","node.js","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/antoniogdelrio"
"286","26.837398","paulo-paes-bun","nginx","unknown","Bun","PostgreSQL","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/paulo-paes-bun"
"287","27.01626","ddd-nodejs","nginx","NodeJS","hyper-express","Postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/ddd-nodejs"
"288","27.04065","4emcos-golang","nginx","Go","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/4emcos-golang"
"289","27.056911","matheuswilliam","nginx","c","unknown","postgresql","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/matheuswilliam"
"290","27.113821","edimarlnx","haproxy","go","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/edimarlnx"
"291","27.170732","thiagodamas-go-swagger-sqlc-postgres","custom","go","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/thiagodamas-go-swagger-sqlc-postgres"
"292","27.569106","thicsilva","nginx","dotnet","unknown","mariadb","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/thicsilva"
"293","27.682927","tsugami","nginx","golang","gin","postgresql","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/tsugami"
"294","27.869919","gcrispino-rust","","","","","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/gcrispino-rust"
"295","27.918699","rwillians-elixir","custom","elixir","unknown","postgresql","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/rwillians-elixir"
"296","27.934959","grilario","nginx","rust","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/grilario"
"297","28.105691","andrenbrandao","nginx","go","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/andrenbrandao"
"298","28.146341","jpaf","nginx","Go","gin","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/jpaf"
"299","28.203252","tonycarvalho1994","nginx","GoLang","unknown","PostgreSQL","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/tonycarvalho1994"
"300","28.252033","michaelalves204","nginx","ruby","unknown","postgresql","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/michaelalves204"
"301","28.333333","dksedlak","nginx","Golang","unknown","PostgreSQL","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/dksedlak"
"302","28.390244","marcusdacoregio","nginx","unknown","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/marcusdacoregio"
"303","28.447154","normanfrieman","nginx",".NET","unknown","Postgresql","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/normanfrieman"
"304","28.471545","avinho","nginx","quarkus","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/avinho"
"305","28.512195","brendonmatos-bun","nginx","TypeScript","Bun","PostgreSQL","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/brendonmatos-bun"
"306","28.569106","agpsl","nginx","golang","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/agpsl"
"307","28.780488","alexmarquesfa-kotlin","nginx","kotlin","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/alexmarquesfa-kotlin"
"308","28.934959","kelvinromero-fastapi","nginx","python","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/kelvinromero-fastapi"
"309","28.943089","lobomfz-rust","nginx","rust","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/lobomfz-rust"
"310","29.03252","andrew-vasco","nginx","kotlin","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/andrew-vasco"
"311","29.333333","guilherme-dotnet8","nginx",".net","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/guilherme-dotnet8"
"312","29.487805","leluque-micronaut-java","nginx","java","micronaut","postgresql","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/leluque-micronaut-java"
"313","29.512195","fbourguignon-micronaut-java21-graalvm","nginx","Java","micronaut","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/fbourguignon-micronaut-java21-graalvm"
"314","29.666667","leonardohofling","nginx",".NET","unknown","Postgresql","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/leonardohofling"
"315","29.674797","mikaelsouza","nginx","rust","axum","PostgreSQL","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/mikaelsouza"
"316","29.756098","bine-php-hyperf","nginx","php","unknown","mariadb","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/bine-php-hyperf"
"317","29.886179","thiagofernandes_bun","nginx","unknown","bun","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/thiagofernandes_bun"
"318","30.04065","paulo_sergio","nginx","python","FastApi","PostgreSQL","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/paulo_sergio"
"319","30.162602","engylemure","nginx","rust","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/engylemure"
"320","30.471545","gusinacio","haproxy","rust","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/gusinacio"
"321","30.829268","marciocg-javaquarkus","nginx","java","unknown","PostgreSQL","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/marciocg-javaquarkus"
"322","30.837398","ftathiago-blogdoft-csharp","nginx","unknown","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/ftathiago-blogdoft-csharp"
"323","31.195122","mdamaceno-ruby","nginx","ruby","unknown","postgresql","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/mdamaceno-ruby"
"324","31.203252","andresantos-tech-PHP","nginx","php","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/andresantos-tech-PHP"
"325","31.495935","trindadematheus-node","custom","node.js","unknown","postgresql","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/trindadematheus-node"
"326","31.536585","lucasmolinari","nginx","NodeJS","unknown","MongoDB","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/lucasmolinari"
"327","31.739837","luisescosta","nginx","nodejs","unknown","postgreSQL","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/luisescosta"
"328","32.203252","recoba","nginx","golang","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/recoba"
"329","32.260163","paulo-paes","nginx","NodeJS","unknown","PostgreSQL","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/paulo-paes"
"330","32.317073","kauan-calasans","nginx","elixir","phoenix","postgresql","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/kauan-calasans"
"331","32.861789","robsoncassol","nginx","java","unknown","postgresql","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/robsoncassol"
"332","33.276423","wesleyegberto","nginx","java","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/wesleyegberto"
"333","33.577236","henr1q-fastapi","nginx","python","fastapi","postgresql","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/henr1q-fastapi"
"334","33.601626","densyy-bun","custom","unknown","bun","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/densyy-bun"
"335","33.861789","quarkusclub","nginx","Java","Quarkus","Postgresql","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/quarkusclub"
"336","33.886179","mvellasco","custom","python","falcon","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/mvellasco"
"337","34.162602","santanna_web_go","nginx","golang","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/santanna_web_go"
"338","34.333333","h4ad","nginx","nodejs","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/h4ad"
"339","34.495935","zsantana","nginx","java","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/zsantana"
"340","34.837398","noriller","nginx","ts","next.js","better-sqlite3","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/noriller"
"341","34.98374","bine-php-laravel","nginx","php","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/bine-php-laravel"
"342","35.154472","marciotoshio","nginx","ruby","rack","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/marciotoshio"
"343","35.186992","matheusbaptistella-rust","nginx","rust","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/matheusbaptistella-rust"
"344","35.276423","nicholasboari-java-puro","nginx","java","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/nicholasboari-java-puro"
"345","35.642276","juliorovesta","nginx","dotnet","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/juliorovesta"
"346","35.666667","hfurlan-java","nginx","java","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/hfurlan-java"
"347","36.04065","adrianog3","nginx","java","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/adrianog3"
"348","36.056911","jpmoura-go","nginx","go","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/jpmoura-go"
"349","36.422764","matheusleal","nginx","Node.Js","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/matheusleal"
"350","36.487805","carioca-tech","nginx","java","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/carioca-tech"
"351","36.593496","daniloraisi","traefik","go","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/daniloraisi"
"352","37.821138","zetos-node","nginx","nodeJS","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/zetos-node"
"353","37.943089","boaglio-jaiminho","custom","java","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/boaglio-jaiminho"
"354","38.02439","adamatti-node","nginx","javascript","express","PostgreSQL","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/adamatti-node"
"355","38.146341","mateusdeitos-php-swoole","nginx","php","swoole","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/mateusdeitos-php-swoole"
"356","38.634146","hfurlan-java-transacao-particionada","nginx","java","unknown","postgresql","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/hfurlan-java-transacao-particionada"
"357","38.658537","carijo-slim","nginx","node.js","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/carijo-slim"
"358","38.723577","wosteimer","nginx","python","starlette","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/wosteimer"
"359","39.569106","diegoalexandrooliveira","nginx","java","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/diegoalexandrooliveira"
"360","40.682927","rdenadai_rust","nginx","rust","unknown","PostgreSQL","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/rdenadai_rust"
"361","40.813008","rmauro-postgresql-yarp","custom","C#","unknown","postgresql","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/rmauro-postgresql-yarp"
"362","41.422764","alcides-kotlin","nginx","kotlin","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/alcides-kotlin"
"363","41.95935","ramonmelod-node-express","nginx","nodejs","express","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/ramonmelod-node-express"
"364","41.98374","adriano-moreira","nginx","Java/Kotlin","unknown","Postgresql","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/adriano-moreira"
"365","42.162602","erickreis","nginx","unknown","bun","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/erickreis"
"366","42.642276","ddanielsantos","nginx","rust","unknown","postgresql","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/ddanielsantos"
"367","42.731707","ddanielvaz-cpp-qt","custom","cpp","unknown","PostgreSQL","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/ddanielvaz-cpp-qt"
"368","43.243902","juniorleaoo-lbk","custom","kotlin","http4k","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/juniorleaoo-lbk"
"369","43.626016","pedroter7","haproxy",".NET","ASP.NET","MariaDb","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/pedroter7"
"370","43.934959","filipemacedo","custom","typescript","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/filipemacedo"
"371","44.170732","noriller-3","nginx","unknown","next.js","better-sqlite3","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/noriller-3"
"372","44.674797","acerola","nginx","ruby","unknown","postgresql","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/acerola"
"373","45.308943","jefersonbaixo","nginx","elixir","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/jefersonbaixo"
"374","46.138211","m-lnrs-async-python","nginx","python","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/m-lnrs-async-python"
"375","46.154472","juliotsutsui-node","nginx","nodejs","express","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/juliotsutsui-node"
