"Rank","AvgTotal","Folder","AvgCredito","AvgDebito","AvgExtrato","AvgValidacoes","LoadBalancer","Language","Framework","Database","SuccessCount","ErrorCount","Link"
"258","2.060761","jndavidx","2.124773","1.959909","2.55914","16.707317","nginx","python","flask","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/jndavidx"
"259","2.078582","williamsumida","2.142095","1.89526","4.066667","20.869919","nginx","typescript","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/williamsumida"
"260","2.10058","rdenadai_bun_sqlite","2.158359","1.899395","4.929032","14.869919","haproxy","unknown","bun","sqlite","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/rdenadai_bun_sqlite"
"261","2.109751","zetos-bun","1.778651","1.667978","3.856989","171.593496","nginx","unknown","bun","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/zetos-bun"
"262","2.112011","rodrigocaldeira","2.153223","2.051387","1.837097","19.162602","nginx","elixir","phoenix","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/rodrigocaldeira"
"263","2.118238","gldmelo-py-fastapi","2.155539","2.014246","2.830108","18.861789","nginx","C#","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/gldmelo-py-fastapi"
"264","2.12653","nosilex","2.061279","1.7647","9.66828","15.284553","nginx","go","unknown","mariadb","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/nosilex"
"265","2.131408","buemura-quarkus","2.270292","1.97824","2.32043","26.235772","nginx","java","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/buemura-quarkus"
"266","2.13492","williamtakeshi-rust","2.81863","1.810061","0.848387","15.943089","nginx","rust","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/williamtakeshi-rust"
"267","2.143652","geraldojrcg-elixir","2.176083","1.929702","5.093548","21.284553","nginx","elixir","phoenix","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/geraldojrcg-elixir"
"268","2.162301","tonholis-dotnet","1.865861","1.832602","2.71129","148.03252","nginx","C#","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/tonholis-dotnet"
"269","2.171","andresantos-tech-PHP","2.320796","2.006531","2.158602","31.203252","nginx","php","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/andresantos-tech-PHP"
"270","2.182674","zan-clojure-01","2.056949","1.935451","2.384409","99.146341","nginx","clojure","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/zan-clojure-01"
"271","2.19773","felipebossolani-dotnet","1.962085","1.900782","4.001075","108.723577","nginx","dotnet","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/felipebossolani-dotnet"
"272","2.217355","gavageovanni-kotlin","2.29572","2.113061","2.732258","15.406504","custom","kotlin","spring_webflux","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/gavageovanni-kotlin"
"273","2.220542","felipebossolani-dotnet9-preview","2.084642","2.032703","4.154301","55.487805","nginx","unknown","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/felipebossolani-dotnet9-preview"
"274","2.246053","avinho","2.343555","1.981997","5.101075","28.471545","nginx","quarkus","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/avinho"
"275","2.251614","lec-codes-go-rinha","2.380312","1.991604","5.543011","15.536585","nginx","golang","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/lec-codes-go-rinha"
"276","2.284425","lsfratel","2.140836","2.229375","4.106452","15.666667","custom","kotlin","ktor","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/lsfratel"
"277","2.293856","weversonl","2.414602","2.17002","2.447849","20.398374","nginx","java","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/weversonl"
"278","2.334114","lsfratel-python","2.406999","2.13535","4.751613","18.097561","custom","python","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/lsfratel-python"
"279","2.350487","lucasmolinari","2.398943","2.21649","2.760215","31.536585","nginx","NodeJS","unknown","MongoDB","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/lucasmolinari"
"280","2.356958","lsfratel-python-own-framework","2.388671","2.172037","4.787634","20.105691","custom","python","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/lsfratel-python-own-framework"
"281","2.367445","dionesvfreitas","2.266062","2.110514","2.753763","95.739837","nginx","typescript","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/dionesvfreitas"
"282","2.374356","alcides-kotlin","2.324924","2.253429","2.898387","41.422764","nginx","kotlin","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/alcides-kotlin"
"283","2.395981","santannaf_webflux","2.41138","2.230383","2.836022","46.650407","nginx","java","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/santannaf_webflux"
"284","2.396225","vitornorberto-micronaut","2.455891","2.195613","4.94086","18.96748","nginx","java","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/vitornorberto-micronaut"
"285","2.403346","fernandofogliato-java","2.309718","2.239839","5.665054","20.918699","nginx","java","spring","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/fernandofogliato-java"
"286","2.413492","julioriffel-fastapi","2.49708","2.286989","3.076344","19.682927","nginx","python","fastapi","postgresql","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/julioriffel-fastapi"
"287","2.430369","diegorsousa-spring-native","3.084995","2.047907","2.65914","16.593496","nginx","java","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/diegorsousa-spring-native"
"288","2.431556","exemplo","2.374622","2.235981","3.096774","64.626016","nginx","clojure","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/exemplo"
"289","2.438824","thiagorigonatti-java-core","2.188167","1.992385","5.63172","138.577236","nginx","java","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/thiagorigonatti-java-core"
"290","2.460856","rodrigocaldeira-c","2.470997","2.42587","2.597312","10.04065","nginx","C","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/rodrigocaldeira-c"
"291","2.461636","zetos-haskell","2.727492","2.12055","5.647312","21.341463","nginx","haskell","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/zetos-haskell"
"292","2.498236","ramondelemos","2.438066","2.342184","2.801613","57.943089","nginx","elixir","unknown","postgresql","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/ramondelemos"
"293","2.509439","m-lnrs-async-python","2.649597","2.293369","2.734946","46.138211","nginx","python","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/m-lnrs-async-python"
"294","2.523812","dowingows-phalcon-php","2.033484","1.976349","8.441398","168.731707","nginx","php","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/dowingows-phalcon-php"
"295","2.545388","bbeluco","2.122558","1.952219","4.412903","233.837398","nginx","dotnet","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/bbeluco"
"296","2.578037","vitorsalgado-custom-lb-db-conf","3.263192","2.267146","0.85914","18.186992","envoy","go","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/vitorsalgado-custom-lb-db-conf"
"297","2.599711","andersonhqds-node","2.536808","2.451992","4.846774","26.406504","nginx","nodejs","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/andersonhqds-node"
"298","2.628132","m-lnrs","2.832226","2.446672","3.039247","21.96748","nginx","python","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/m-lnrs"
"299","2.631351","dsinmsdj","2.591994","2.302471","6.280645","59.845528","custom","perl","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/dsinmsdj"
"300","2.669772","vitorbgs","2.576485","2.349647","4.181183","98.097561","nginx",".NET","unknown","PostgreSQL","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/vitorbgs"
"301","2.67665","savio04","2.75423","2.450303","2.703226","62.731707","nginx","nodejs","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/savio04"
"302","2.681967","kalelMartinho_fastapi","2.627593","2.289158","4.610215","108.95935","custom","python","fastapi","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/kalelMartinho_fastapi"
"303","2.696763","devblack21","2.51858","2.592436","3.430645","54.00813","nginx","java","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/devblack21"
"304","2.70021","paulohenriqu","2.795015","2.583838","3.331183","15.373984","nginx","Java","unknown","PostgreSQL","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/paulohenriqu"
"305","2.704128","dksedlak","3.068479","2.504866","1.367742","28.333333","nginx","Golang","unknown","PostgreSQL","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/dksedlak"
"306","2.742322","viniciusgferreira","3.307754","2.350857","3.758065","22.308943","nginx","go","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/viniciusgferreira"
"307","2.758613","rodrixl","2.802165","2.434922","5.101613","64.666667","nginx","python","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/rodrixl"
"308","2.772466","cleidiano","2.434038","2.275769","4.456452","192.105691","nginx","kotlin","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/cleidiano"
"309","2.783994","felipma-rust","3.326385","2.403757","1.68871","54.373984","nginx","rust","axum","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/felipma-rust"
"310","2.794872","marcelo-lucas-dotnet-1","2.366113","2.209002","2.709677","262.219512","custom",".NET","unknown","Postgresql","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/marcelo-lucas-dotnet-1"
"311","2.808139","gcrispino-pgx","3.318731","2.345537","4.229032","48.04065","nginx","go","echo","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/gcrispino-pgx"
"312","2.82131","ramosfabiano_v2","3.330916","2.550403","2.275269","16.146341","nginx","unknown","drogon","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/ramosfabiano_v2"
"313","2.830821","andrew-vasco","2.884743","2.616692","5.088172","29.03252","nginx","kotlin","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/andrew-vasco"
"314","2.849585","gustavofbreunig","2.625227","2.396142","5.091398","151.382114","nginx","java","unknown","postgresql","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/gustavofbreunig"
"315","2.850202","antoniogdelrio","3.261581","2.578164","2.680108","26.715447","nginx","node.js","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/antoniogdelrio"
"316","2.856414","zsantana","2.880816","2.712052","3.58172","34.495935","nginx","java","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/zsantana"
"317","2.8909","robertoseba","2.899345","2.687695","2.398925","74.487805","nginx","Javascript/Typescript","NestJs","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/robertoseba"
"318","2.891387","jorgehrique-dotnet","2.432075","2.786712","2.177419","121.601626","nginx","c#","unknown","mongodb","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/jorgehrique-dotnet"
"319","2.898379","ramosfabiano","3.506042","2.581367","2.374731","14.918699","nginx","unknown","drogon","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/ramosfabiano"
"320","2.908622","joaopmerlin","3.004632","2.708522","4.736559","24.284553","envoy","java","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/joaopmerlin"
"321","2.915159","noriller","2.999648","2.53298","8.051075","34.837398","nginx","ts","next.js","better-sqlite3","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/noriller"
"322","2.921971","david-silva","2.427341","2.23414","2.322581","313.634146","nginx","java","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/david-silva"
"323","2.933044","geraldojrcg-swift","3.028852","2.597277","4.815054","67.268293","custom","swift","vapor","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/geraldojrcg-swift"
"324","2.973042","rafaelpadovezi-mongo","2.748137","2.636712","2.253226","158.617886","nginx","unknown","unknown","mongodb","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/rafaelpadovezi-mongo"
"325","2.984651","arthurqueiroz4","3.855639","2.58409","1.141398","19.382114","golang","golang","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/arthurqueiroz4"
"326","3.004325","paulo-paes-bun","3.623867","2.690545","1.503763","26.837398","nginx","unknown","Bun","PostgreSQL","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/paulo-paes-bun"
"327","3.019219","andre-e-gustavo","3.701863","2.657791","2.630108","15.219512","nginx","rust","actix","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/andre-e-gustavo"
"328","3.030096","mateuxlucax-dart","3.319285","2.825189","3.470968","15.739837","nginx","dart","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/mateuxlucax-dart"
"329","3.062956","hfurlan-java-transacao-particionada","3.643303","2.703555","2.177419","38.634146","nginx","java","unknown","postgresql","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/hfurlan-java-transacao-particionada"
"330","3.075964","4emcos-golang","3.778046","2.660893","2.845161","27.04065","nginx","Go","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/4emcos-golang"
"331","3.090174","rust-cassiogangrel","3.645468","2.716339","3.730645","24.284553","nginx","rust","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/rust-cassiogangrel"
"332","3.096386","edimarlnx","3.789678","2.750277","1.485484","27.113821","haproxy","go","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/edimarlnx"
"333","3.09702","quarkusclub","3.221803","2.832249","5.375806","33.861789","nginx","Java","Quarkus","Postgresql","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/quarkusclub"
"334","3.142448","zelnatal","3.811782","2.729728","3.423656","23.894309","nginx","rust","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/zelnatal"
"335","3.148724","adrianog3","3.940886","2.740292","1.224194","36.04065","nginx","java","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/adrianog3"
"336","3.165748","lazaronixon","3.324824","2.822693","3.239785","86.97561","custom","ruby_on_rails","unknown","sqlite","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/lazaronixon"
"337","3.167423","pedroter7","3.850352","2.781846","1.421505","43.626016","haproxy",".NET","ASP.NET","MariaDb","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/pedroter7"
"338","3.190105","lobomfz-rust","3.948288","2.806581","1.569355","28.943089","nginx","rust","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/lobomfz-rust"
"339","3.19321","4emcos-nodejs","3.832729","2.862305","2.035484","24.138211","nginx","NodeJs","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/4emcos-nodejs"
"340","3.239517","adriano-moreira","3.90433","2.84468","1.997849","41.98374","nginx","Java/Kotlin","unknown","Postgresql","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/adriano-moreira"
"341","3.251744","luan-javalin","3.176234","3.027736","3.83172","78.902439","custom","java","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/luan-javalin"
"342","3.30527","vitornorberto","3.484642","2.988981","6.624731","26.130081","nginx","java","spring_boot","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/vitornorberto"
"343","3.308684","cleitinif","3.939678","2.994352","1.884946","24.308943","haproxy","golang","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/cleitinif"
"344","3.362763","krymancer","3.849345","3.088981","2.984409","18.796748","","","","","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/krymancer"
"345","3.365592","paulo-paes","4.088671","2.889032","3.895699","32.260163","nginx","NodeJS","unknown","PostgreSQL","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/paulo-paes"
"346","3.371185","marciotoshio","3.828701","3.064927","2.914516","35.154472","nginx","ruby","rack","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/marciotoshio"
"347","3.403086","lucassperez-go-crebito","3.70574","2.720449","8.405376","99","nginx","go","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/lucassperez-go-crebito"
"348","3.412598","alexmarquesfa-kotlin","3.936405","3.025139","4.403763","28.780488","nginx","kotlin","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/alexmarquesfa-kotlin"
"349","3.425508","gateixeira","4.154884","3.080282","1.732796","22.569106","nginx","golang","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/gateixeira"
"350","3.473408","ddanielvaz-cpp-qt","3.717472","3.007136","8.213441","42.731707","custom","cpp","unknown","PostgreSQL","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/ddanielvaz-cpp-qt"
"351","3.489846","gldmelo-cs-py-hibrid","4.026536","3.2323","2.208065","19.260163","nginx","C#","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/gldmelo-cs-py-hibrid"
"352","3.511406","ddanielvaz","3.916062","3.253177","3.533871","21.097561","nginx","rust","warp","postgresql","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/ddanielvaz"
"353","3.558656","mal_golang","4.288973","3.11349","3.948387","23.284553","nginx","golang","unknown","postgresql","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/mal_golang"
"354","3.622636","cleverton-rocha","3.599899","3.190141","6.319892","105.95935","nginx","typescript","unknown","postgresql","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/cleverton-rocha"
"355","3.627059","matheusleal","3.668177","3.443747","4.927957","36.422764","nginx","Node.Js","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/matheusleal"
"356","3.651545","rwillians-elixir","4.309063","3.215683","4.319892","27.918699","custom","elixir","unknown","postgresql","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/rwillians-elixir"
"357","3.657204","tsugami","4.533031","3.139788","3.749462","27.682927","nginx","golang","gin","postgresql","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/tsugami"
"358","3.671593","lucas-hsm","4.052518","3.383308","4.337634","25.04878","custom","rust","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/lucas-hsm"
"359","3.732452","lucaswilliameufrasio","4.387915","3.428139","1.745161","26.073171","nginx","golang","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/lucaswilliameufrasio"
"360","3.777881","bine-php-laravel","3.950755","3.59652","3.735484","34.98374","nginx","php","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/bine-php-laravel"
"361","3.784076","agostinho","3.98142","2.931417","8.923118","169.138211","nginx","ruby","unknown","postgresql","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/agostinho"
"362","3.784872","eddcp-nodejs","4.323061","3.258649","6.179032","50.357724","nginx","nodejs","fastify","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/eddcp-nodejs"
"363","3.794563","mikaelsouza","4.489376","3.375038","3.609677","29.674797","nginx","rust","axum","PostgreSQL","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/mikaelsouza"
"364","3.800156","marcoagpegoraro","3.780665","3.746344","4.213978","18.04065","nginx","vlang","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/marcoagpegoraro"
"365","3.807018","tortuga","3.99149","3.012885","6.48871","189.528455","custom","ruby","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/tortuga"
"366","3.808123","lipe1994_dotnet","4.293958","3.271256","4.867204","82.455285","nginx","csharp","aspnet","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/lipe1994_dotnet"
"367","3.832155","daniloraisi","3.872407","3.720676","3.612903","36.593496","traefik","go","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/daniloraisi"
"368","3.843016","viniville-spring-webmvc","3.292346","3.176929","5.491398","282.601626","nginx","java","Spring_Boot_3_-_Web_MVC","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/viniville-spring-webmvc"
"369","3.857454","gui9394","4.406093","3.579576","2.518817","25.113821","nginx","java","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/gui9394"
"370","3.911565","acerola","4.392598","3.489889","5.070968","44.674797","nginx","ruby","unknown","postgresql","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/acerola"
"371","3.948799","kauan-calasans","4.613192","3.512355","4.284946","32.317073","nginx","elixir","phoenix","postgresql","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/kauan-calasans"
"372","3.950864","filipemacedo","3.925076","3.767751","5.486559","43.934959","custom","typescript","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/filipemacedo"
"373","3.990374","tonycarvalho1994","4.442951","3.663565","4.525269","28.203252","nginx","GoLang","unknown","PostgreSQL","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/tonycarvalho1994"
"374","3.992065","carijo-slim","4.512185","3.585502","4.815054","38.658537","nginx","node.js","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/carijo-slim"
"375","4.026243","isadora-souza-mongodb","4.143102","4.042108","1.947312","11.479675","nginx","golang","gin","mongodb","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/isadora-souza-mongodb"
"376","4.07411","mvellasco","4.754935","3.602622","4.886559","33.886179","custom","python","falcon","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/mvellasco"
"377","4.082679","thiagofernandes_bun","4.792397","3.601387","5.060753","29.886179","nginx","unknown","bun","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/thiagofernandes_bun"
"378","4.093621","gcrispino-rust","4.763243","3.63825","5.081183","27.869919","","","","","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/gcrispino-rust"
"379","4.112905","diegoalexandrooliveira","4.816868","3.694503","3.173118","39.569106","nginx","java","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/diegoalexandrooliveira"
"380","4.14014","noriller-3","4.209215","3.681467","10.535484","44.170732","nginx","unknown","next.js","better-sqlite3","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/noriller-3"
"381","4.152318","andrenbrandao","4.776435","3.867297","1.98172","28.105691","nginx","go","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/andrenbrandao"
"382","4.167049","emanuel-xavier-rust","4.524572","3.198563","16.81828","67.406504","nginx","rust","axum","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/emanuel-xavier-rust"
"383","4.175146","sinatrinha-do-povo","4.523817","3.822315","4.773656","52.593496","nginx","ruby","unknown","postgresql","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/sinatrinha-do-povo"
"384","4.182739","paulo_sergio_alpine","4.651863","3.817045","5.62957","24.471545","nginx","python","FastApi","PostgreSQL","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/paulo_sergio_alpine"
"385","4.212949","tagliatti","4.726284","3.717196","4.061828","83.463415","nginx","csharp","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/tagliatti"
"386","4.22516","fbourguignon-micronaut-java21-graalvm","4.887513","3.823853","4.037634","29.512195","nginx","Java","micronaut","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/fbourguignon-micronaut-java21-graalvm"
"387","4.241159","kelvinromero-fastapi","4.730665","3.89526","4.756989","28.934959","nginx","python","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/kelvinromero-fastapi"
"388","4.244541","victornfb","4.903021","3.877131","2.249462","46.560976","nginx","javascript","unknown","postgres","61503","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/victornfb"
